"SeriousDlqin2yrs","RevolvingUtilizationOfUnsecuredLines","age","NumberOfTime30_59DaysPastDueNotWorse","DebtRatio","MonthlyIncome","NumberOfOpenCreditLinesAndLoans","NumberOfTimes90DaysLate","NumberRealEstateLoansOrLines","NumberOfTime60_89DaysPastDueNotWorse","NumberOfDependents"
"0",0.04564894,27,0,0.242908542608046,8.3351915834332,21,0,1,0,0
"0",0,45,0,0.551477881385753,9.25119436598445,11,0,4,0,1
"0",0.067400749,26,0,0.154023120549062,8.40737832540903,10,0,0,0,0
"0",0.000358843,54,0,0.542364977788334,8.29429960885724,11,0,0,0,0
"0",0.975146408,33,0,0.286892495067583,8.24301946898925,4,0,0,0,2
"0",0.9999999,24,0,0,8.25166392360559,1,0,0,0,0
"0",0.682708972,41,4,0.327205943974843,9.49934656739009,8,0,4,0,1
"0",0,46,0,0.102446584079901,8.20056279700856,11,0,0,0,4
"0",0.19877594,83,0,0.196442497034439,7.93773177526011,9,0,0,0,0
"0",0.715720439,33,0,0.694395954017706,7.93773177526011,8,0,2,0,0
"0",0.107720423,47,0,0.195797710003408,9.12706745278236,12,0,3,0,2
"0",0.835311508,31,1,0.287077179290795,8.96890555068972,9,0,1,0,0
"0",0.037477248,37,0,0.0762141558052253,9.0280988119824,9,0,0,0,0
"0",0.047294357,57,0,0.369590988751166,8.60831278478372,14,0,1,0,0
"0",0.028083912,50,0,0.322791025624824,8.27154837475551,20,0,0,0,3
"0",0.009654537,73,0,0.11585286830351,9.82844067821322,6,0,1,0,1
"0",0,58,0,0.344358296181762,8.8538082749772,10,0,2,0,1
"0",0.173784093,55,0,0.179101786391943,9.67514299942985,14,0,3,0,0
"0",0.276593085,62,0,0.114966355200478,9.85224688834253,8,0,1,0,0
"0",0.128419662,59,0,0.204110739809804,9.30574145673943,10,0,1,0,0
"0",0.086492476,64,0,0.0720734831265724,8.67145815042767,8,0,1,0,1
"0",0.222472191,30,0,0.463618086871082,8.07121853996986,4,0,1,0,0
"0",0.231979494,58,0,0.317581362351891,9.27181169406428,28,0,4,0,0
"0",0.041411471,45,0,0.00842062283235189,9.07692325853583,3,0,0,0,3
"0",0.9999999,26,0,0.12911460182368,7.53476265703754,1,0,0,0,0
"0",0.010186243,47,0,0.0222546588043696,10.116621171221,7,0,0,0,2
"0",0.347921078,42,0,0.317537298231255,9.47278155656217,11,0,2,0,2
"0",0.165720783,68,0,0.271489409556285,9.05672288331058,10,0,1,0,0
"0",0.819115784,54,0,0.4242091485015,7.95647679803678,7,0,1,0,0
"0",0,39,0,0.439402200307829,7.82444593087762,7,0,2,0,0
"0",0.122544324,57,0,0.356928718735185,8.3742461820963,9,0,1,0,1
"0",2.258964143,33,2,0.0319673149787158,7.60140233458373,1,1,0,0,2
"0",0.037379559,37,0,0.288070842370962,9.10509096125709,11,0,2,0,0
"0",0.106475741,32,0,0.589068212813132,7.89580837708318,5,0,1,0,1
"0",0.802993617,42,1,0.421638938362207,9.12467354521909,9,0,1,0,3
"0",0.288592785,51,0,0.203931354095882,9.22345401112157,4,0,2,0,3
"0",0.17545213,55,2,0.23915877229598,9.16962253869762,11,0,2,0,0
"0",0.028775625,44,0,0.128590453890682,8.5414954839392,4,0,0,0,0
"0",0.610408703,41,1,0.0624273986608432,7.98412195870293,7,0,0,0,2
"0",0.083781617,46,0,0.351502932616684,8.63781663373998,16,0,1,0,2
"0",0.072587125,29,0,0.0456067959585264,9.39274525863144,15,0,0,0,0
"0",0.001905482,37,0,1.3068752113687,6.21660610108486,11,0,2,0,2
"0",0.040547951,74,0,0.0205248184141696,8.59433940059289,5,0,0,0,0
"0",0.03452873,55,0,0.414862237788958,8.87724243599392,7,0,2,0,1
"0",0.029878794,50,0,0.276672233240306,9.49807244317801,11,0,3,0,1
"0",0.475841386,43,0,0.181330610135122,7.5234813125735,2,0,0,0,3
"0",0.061439281,58,0,0.404593067324434,8.77971129020447,19,0,4,0,1
"0",0.352319991,43,0,0.220568113720071,9.06311565221966,8,0,0,0,1
"0",0.256314605,58,3,0.920745970941363,8.00670084544037,24,0,2,0,0
