Word;phon;lemme;cgram;freqlemfilms2;freqfilms2;islem;nblettres;puorth;puphon;nbsyll;cgramortho
marinade;maRinad;marinade;NOM;1,46;1,44;1;8;7;7;3;NOM
menacés;m°nase;menacer;VER;49,63;1,44;0;7;0;6;3;VER,ADJ
mortes;mORt;mort;NOM;460,05;1,44;0;6;0;0;1;ADJ,NOM,VER
obtienne;OptjEn;obtenir;VER;88,08;1,44;0;8;0;0;2;VER
parez;paRe;parer;VER;30,5;1,44;0;5;0;4;2;VER
plateaux;plato;plateau;NOM;17,17;1,44;0;8;0;5;2;NOM
portée;pORte;portée;ADJ;1,46;1,44;1;6;6;5;2;VER,ADJ,NOM
possèdes;posEd;posséder;VER;42,76;1,44;0;8;0;0;2;VER
possédée;posede;posséder;VER;42,76;1,44;0;8;0;6;3;VER,ADJ,NOM
privés;pRive;priver;VER;24,06;1,44;0;6;0;5;2;VER,ADJ,NOM
recoins;R°kw5;recoin;NOM;2,27;1,44;0;7;0;5;2;NOM
repérée;R°peRe;repérer;VER;27,23;1,44;0;7;0;6;3;VER
revoyons;R°vwaj§;revoir;VER;162,84;1,44;0;8;0;0;3;VER
robert;RobER;robert;NOM;1,51;1,44;1;6;6;4;2;NOM
réalisa;Realiza;réaliser;VER;71,27;1,44;0;7;0;0;4;VER
secousse;s°kus;secousse;NOM;2,59;1,44;1;8;6;5;2;NOM
semés;s°me;semer;VER;19,8;1,44;0;5;0;4;2;VER,ADJ
sodomie;sodomi;sodomie;NOM;1,44;1,44;1;7;7;6;3;NOM
stocks;stOk;stock;NOM;5,66;1,44;0;6;0;4;1;NOM
sucres;sykR;sucre;NOM;32,01;1,44;0;6;0;4;1;NOM,VER
suspens;sysp@;suspens;NOM;1,44;1,44;1;7;7;5;2;ADJ,NOM
torturés;tORtyRe;torturer;VER;25,55;1,44;0;8;0;7;3;VER,ADJ
virtuel;viRt8El;virtuel;ADJ;2,78;1,44;1;7;7;7;2;ADJ
vises;viz;viser;VER;38,03;1,44;0;5;0;0;1;VER
aboule;abul;abouler;VER;1,8;1,43;0;6;0;0;2;VER
aimables;Emabl;aimable;ADJ;23,41;1,43;0;8;0;5;2;ADJ
attelage;at°laZ;attelage;NOM;1,52;1,43;1;8;6;5;3;NOM
balades;balad;balader;VER;24,3;1,43;0;7;0;5;2;NOM,VER
baston;bast§;baston;NOM;1,51;1,43;1;6;6;5;2;NOM
blocus;blokys;blocus;NOM;1,43;1,43;1;6;5;5;2;NOM
brasier;bRazje;brasier;NOM;1,47;1,43;1;7;6;5;2;NOM
caisson;kEs§;caisson;NOM;1,72;1,43;1;7;6;4;2;NOM
chagrine;SagRin;chagriner;VER;1,94;1,43;0;8;0;0;2;ADJ,VER
cigale;sigal;cigale;NOM;3;1,43;1;6;6;5;2;NOM
céleri;sEl°Ri;céleri;NOM;1,62;1,43;1;6;5;5;3;NOM
dissiper;disipe;dissiper;VER;4,76;1,43;1;8;7;6;3;VER
défiguré;defigyRe;défigurer;VER;3,28;1,43;0;8;8;8;4;VER,ADJ
dégaine;degEn;dégaine;NOM;1,45;1,43;1;7;7;5;2;NOM,VER
déprimée;depRime;déprimer;VER;10,61;1,43;0;8;0;7;3;VER,ADJ,NOM
figurer;figyRe;figurer;VER;14,41;1,43;1;7;7;6;3;VER
fracassé;fRakase;fracasser;VER;3,85;1,43;0;8;8;7;3;VER,ADJ
intitulé;5tityle;intituler;VER;4,72;1,43;0;8;8;4;4;VER,NOM
jaillit;Zaji;jaillir;VER;5,79;1,43;0;7;0;0;2;VER
malles;mal;malle;NOM;7,96;1,43;0;6;0;3;1;NOM
mangerez;m@Z°Re;manger;VER;467,82;1,43;0;8;0;0;3;VER
maniaque;manjak;maniaque;ADJ;1,48;1,43;1;8;8;6;2;ADJ,NOM
mouette;mwEt;mouette;NOM;3,24;1,43;1;7;5;4;1;NOM
méritée;meRite;mériter;VER;97,06;1,43;0;7;0;6;3;VER
nageur;naZ9R;nageur;NOM;2,72;1,43;1;6;5;4;2;NOM
nudistes;nydist;nudiste;NOM;2,24;1,43;0;8;0;5;2;ADJ,NOM
pastis;pastis;pastis;NOM;1,43;1,43;1;6;6;6;2;NOM
phobie;fobi;phobie;NOM;2,62;1,43;1;6;6;4;2;NOM
piscines;pisin;piscine;NOM;23,62;1,43;0;8;0;5;2;NOM
rebut;R°by;rebut;NOM;2,15;1,43;1;5;5;4;2;VER,NOM
résistez;Reziste;résister;VER;38,91;1,43;0;8;0;7;3;VER
salsa;salsa;salsa;NOM;1,43;1,43;1;5;5;5;2;NOM
supposez;sypoze;supposer;VER;120,31;1,43;0;8;0;6;3;VER
tonneaux;tono;tonneau;NOM;4,37;1,43;0;8;0;4;2;NOM
tracas;tRaka;tracas;NOM;1,43;1,43;1;6;6;5;2;NOM
unissez;ynise;unir;VER;25,15;1,43;0;7;0;0;3;VER
verset;vERsE;verset;NOM;2,46;1,43;1;6;6;5;2;NOM
vécut;veky;vivre;VER;510,19;1,43;0;5;0;3;2;VER
écossais;ekosE;écossais;NOM;1,5;1,43;1;8;6;5;3;ADJ,NOM,VER
éther;etER;éther;NOM;1,43;1,43;1;5;4;4;2;NOM
affamé;afame;affamé;NOM;3,39;1,42;1;6;6;4;3;VER,ADJ,NOM
arrachez;aRaSe;arracher;VER;54,19;1,42;0;8;0;5;3;VER
baigné;beNe;baigner;VER;26,42;1,42;0;6;0;3;2;VER
baisais;bEzE;baiser;VER;112,82;1,42;0;7;0;0;2;VER
cadran;kadR@;cadran;NOM;1,58;1,42;1;6;6;5;2;NOM
civiles;sivil;civil;ADJ;20,46;1,42;0;7;0;5;2;ADJ,NOM
clore;klOR;clore;VER;7,75;1,42;1;5;4;4;1;VER
combiner;k§bine;combiner;VER;4,5;1,42;1;8;8;6;3;VER
conjugal;k§Zygal;conjugal;ADJ;4,88;1,42;1;8;8;7;3;ADJ
coureurs;kuR9R;coureur;NOM;5,52;1,42;0;8;0;4;2;NOM
croisez;kRwaze;croiser;VER;28,84;1,42;0;7;0;6;2;VER
créateur;kReat9R;créateur;ADJ;2,8;1,42;1;8;6;6;3;ADJ,NOM
divines;divin;divin;ADJ;26,55;1,42;0;7;0;0;2;ADJ
décidons;desid§;décider;VER;207,76;1,42;0;8;0;0;3;VER
dînes;din;dîner;VER;79,3;1,42;0;5;0;3;1;VER
emmenais;@m°nE;emmener;VER;272,71;1,42;0;8;0;0;3;VER
ennuyait;@n8ijE;ennuyer;VER;62,48;1,42;0;8;0;0;3;VER
eurent;yR;avoir;VER;13572,4;1,42;0;6;0;2;1;AUX,VER
exposée;Ekspoze;exposer;VER;22,42;1,42;0;7;0;7;3;VER,ADJ
flirte;fl9Rt;flirter;VER;7,06;1,42;0;6;0;5;1;VER
formait;fORmE;former;VER;39,69;1,42;0;7;0;0;2;VER
fémur;femyR;fémur;NOM;1,48;1,42;1;5;4;4;2;NOM
garderas;gaRd°Ra;garder;VER;338,4;1,42;0;8;0;0;3;VER
gazeuse;gaz2z;gazeux;ADJ;2,26;1,42;0;7;0;0;2;ADJ
germes;ZERm;germe;NOM;1,98;1,42;0;6;0;4;1;NOM
greffier;gRefje;greffier;NOM;1,54;1,42;1;8;6;5;2;NOM
incendié;5s@dje;incendier;VER;4,37;1,42;0;8;8;6;3;VER,ADJ,NOM
ingrate;5gRat;ingrat;ADJ;5,61;1,42;0;7;0;0;2;ADJ,NOM
injecter;5ZEkte;injecter;VER;6,83;1,42;1;8;8;6;3;VER
jugera;ZyZ°Ra;juger;VER;56,12;1,42;0;6;0;0;3;VER
matches;matS;matche;NOM;1,42;1,42;0;7;0;4;1;NOM
mazout;mazut;mazout;NOM;1,42;1,42;1;6;6;4;2;NOM
mirage;miRaZ;mirage;NOM;1,83;1,42;1;6;5;5;2;NOM
misez;mize;miser;VER;11,8;1,42;0;5;0;4;2;VER
momie;momi;momie;NOM;2,18;1,42;1;5;5;4;2;NOM
nettoies;netwa;nettoyer;VER;61,95;1,42;0;8;0;0;2;VER
orateur;oRat9R;orateur;NOM;1,7;1,42;1;7;5;5;3;NOM
oseras;oz°Ra;oser;VER;90,2;1,42;0;6;0;0;3;VER
panoplie;panopli;panoplie;NOM;1,44;1,42;1;8;5;5;3;NOM
parenté;paR@te;parenté;NOM;1,42;1,42;1;7;7;6;3;NOM
pendules;p@dyl;pendule;NOM;4,78;1,42;0;8;0;5;2;NOM
proies;pRwa;proie;NOM;10,61;1,42;0;6;0;3;1;NOM
relaxe;R°laks;relaxe;NOM;1,63;1,42;1;6;6;6;2;ADJ,NOM,VER
replie;R°pli;replier;VER;6,78;1,42;0;6;0;5;2;VER
récolté;RekOlte;récolter;VER;10,65;1,42;0;7;0;7;3;VER
réduit;Red8i;réduit;ADJ;2,85;1,42;1;6;6;5;2;VER,ADJ,NOM
sourcil;suRsi;sourcil;NOM;5,85;1,42;1;7;7;5;2;NOM
sphères;sfER;sphère;NOM;3,9;1,42;0;7;0;4;1;NOM
stables;stabl;stable;ADJ;10,09;1,42;0;7;0;5;1;ADJ
survive;syRviv;survivre;VER;63,62;1,42;0;7;0;0;2;VER
tiendrez;tj5dRe;tenir;VER;504,69;1,42;0;8;0;0;2;VER
triage;tRijaZ;triage;NOM;1,42;1,42;1;6;5;6;2;NOM
tuiles;t8il;tuile;NOM;2,71;1,42;0;6;0;4;1;NOM
vaincus;v5ky;vaincre;VER;27,84;1,42;0;7;0;4;2;VER,ADJ,NOM
verse;vERs;verse;NOM;1,44;1,42;1;5;5;4;1;NOM,VER
vidée;vide;vider;VER;30,68;1,42;0;5;0;4;2;VER,ADJ
vipères;vipER;vipère;NOM;4,84;1,42;0;7;0;4;2;NOM
vouée;vwe;vouer;VER;6,88;1,42;0;5;0;3;1;VER,ADJ
vulgaire;vylgER;vulgaire;NOM;1,77;1,42;1;8;8;6;2;ADJ,NOM
éclatant;eklat@;éclatant;ADJ;3,62;1,42;1;8;7;6;3;ADJ,VER
étends;et@;étendre;VER;21,9;1,42;0;6;0;3;2;VER
accompli;ak§pli;accompli;ADJ;4,79;1,41;1;8;8;6;3;ADJ,NOM,VER
anonymat;anonima;anonymat;NOM;1,41;1,41;1;8;7;7;4;NOM
babouin;babw5;babouin;NOM;2;1,41;1;7;6;4;2;NOM
baffe;baf;baffe;NOM;2,93;1,41;1;5;5;3;1;NOM,VER
bricole;bRikOl;bricoler;VER;4,03;1,41;0;7;7;5;2;NOM,VER
bricoles;bRikOl;bricole;NOM;1,83;1,41;0;8;0;5;2;NOM,VER
chassera;Sas°Ra;chasser;VER;54,93;1,41;0;8;0;0;3;VER
craches;kRaS;cracher;VER;27,93;1,41;0;7;0;4;1;VER
cuite;k8it;cuite;NOM;1,64;1,41;1;5;5;4;1;ADJ,NOM
dinars;dinaR;dinar;NOM;1,74;1,41;0;6;0;5;2;NOM
dominant;domin@;dominant;ADJ;2,34;1,41;1;8;8;6;3;ADJ,NOM,VER
drive;dRajv;drive;NOM;1,45;1,41;1;5;5;5;1;NOM
dégaine;degEn;dégainer;VER;4,95;1,41;0;7;7;5;2;NOM,VER
essuyez;Es8ije;essuyer;VER;11,82;1,41;0;7;0;0;3;VER
estimez;Estime;estimer;VER;21,41;1,41;0;7;0;6;3;VER
falaises;falEz;falaise;NOM;5,85;1,41;0;8;0;5;2;NOM
fiscal;fiskal;fiscal;ADJ;4,54;1,41;1;6;6;6;2;ADJ
force;fORs;force;ADJ:ind;1,41;1,41;1;5;5;4;1;ADJ:ind,NOM,VER
fougueux;fug2;fougueux;ADJ;1,72;1,41;1;8;8;4;2;ADJ
furtif;fyRtif;furtif;ADJ;2,12;1,41;1;6;6;6;2;ADJ
galant;gal@;galant;NOM;1,68;1,41;1;6;6;4;2;ADJ,NOM
geindre;Z5dR;geindre;NOM;1,41;1,41;1;7;4;3;1;NOM,VER
gigot;Zigo;gigot;NOM;1,46;1,41;1;5;5;4;2;NOM
huître;8itR;huître;NOM;4;1,41;1;6;6;4;1;NOM
labourer;labuRe;labourer;VER;2,56;1,41;1;8;8;6;3;VER
licorne;likORn;licorne;NOM;1,98;1,41;1;7;5;5;2;NOM
master;mast9R;master;NOM;3,43;1,41;1;6;6;5;2;NOM
matraque;matRak;matraque;NOM;1,8;1,41;1;8;8;6;2;NOM,VER
menacez;m°nase;menacer;VER;49,63;1,41;0;7;0;6;3;VER
nickel;nikEl;nickel;NOM;1,5;1,41;1;6;6;5;2;ADJ,NOM
offerts;ofER;offrir;VER;177,8;1,41;0;7;0;0;2;VER
pendent;p@d;pendre;VER;42,99;1,41;0;7;0;0;1;VER
perçu;pERsy;percevoir;VER;7,41;1,41;0;5;5;5;2;VER,ADJ
plongée;pl§Ze;plonger;VER;31,96;1,41;0;7;6;5;2;VER,NOM
porta;pORta;porter;VER;319,98;1,41;0;5;0;0;2;VER
potins;pot5;potin;NOM;2,02;1,41;0;6;0;4;2;NOM
punaise;pynEz;punaise;NOM;2,46;1,41;1;7;7;5;2;NOM
relique;R°lik;relique;NOM;2,59;1,41;1;7;7;5;2;NOM
rengaine;R@gEn;rengaine;NOM;1,48;1,41;1;8;8;4;2;NOM,VER
riposter;RipOste;riposter;VER;3,61;1,41;1;8;8;7;3;VER
routier;Rutje;routier;ADJ;4,63;1,41;1;7;6;4;2;ADJ,NOM
serrée;sERe;serrer;VER;50,99;1,41;0;6;0;4;2;VER,ADJ
souligné;suliNe;souligner;VER;4,72;1,41;0;8;0;4;3;VER
superflu;sypERfly;superflu;ADJ;2,94;1,41;1;8;8;8;3;ADJ,NOM
suédoise;s8edwaz;suédois;ADJ;3,67;1,41;0;8;0;0;2;ADJ,NOM
tartine;taRtin;tartine;NOM;2,23;1,41;1;7;7;6;2;NOM,VER
traînant;tREn@;traîner;VER;65,49;1,41;0;8;7;5;2;ADJ,VER
équivaut;ekivo;équivaloir;VER;2,23;1,41;0;8;0;0;3;VER
évanouit;evanwi;évanouir;VER;18,93;1,41;0;8;0;6;3;VER
abject;abZEkt;abject;ADJ;2,19;1,4;1;6;6;6;2;ADJ
aigles;Egl;aigle;NOM;6,9;1,4;0;6;0;3;1;NOM
alléger;aleZe;alléger;VER;3,65;1,4;1;7;7;5;3;VER
amont;am§;amont;NOM;1,4;1,4;1;5;5;3;2;ADJ,NOM
apogée;apoZe;apogée;NOM;1,4;1,4;1;6;4;4;3;NOM
arrachée;aRaSe;arracher;VER;54,19;1,4;0;8;0;5;3;VER,ADJ
asphalte;asfalt;asphalte;NOM;1,4;1,4;1;8;8;6;2;NOM,VER
baiseur;bEz9R;baiseur;NOM;2;1,4;1;7;6;4;2;NOM
biberons;bib°R§;biberon;NOM;6,65;1,4;0;8;0;6;3;NOM
bécasse;bekas;bécasse;NOM;1,56;1,4;1;7;7;5;2;ADJ,NOM
canaille;kanaj;canaille;ADJ;1,76;1,4;1;8;8;5;2;ADJ,NOM
charges;SaRZ;charger;VER;93,02;1,4;0;7;0;4;1;NOM,VER
clouer;klue;clouer;VER;7,52;1,4;1;6;6;4;2;VER
concorde;k§kORd;concorder;VER;2,45;1,4;0;8;8;6;2;NOM,VER
dixie;diksi;dixie;NOM;1,4;1,4;1;5;5;5;2;NOM
démonte;dem§t;démonter;VER;6,83;1,4;0;7;0;0;2;VER
déplacés;deplase;déplacer;VER;38,63;1,4;0;8;0;7;3;VER,ADJ,NOM
entorse;@tORs;entorse;NOM;1,63;1,4;1;7;6;5;2;NOM
favorise;favoRiz;favoriser;VER;3,26;1,4;0;8;0;0;3;VER
fossile;fosil;fossile;NOM;2,02;1,4;1;7;7;5;2;ADJ,NOM
glace;glas;glacer;VER;7,21;1,4;0;5;5;4;1;NOM,VER
gravier;gRavje;gravier;NOM;2,32;1,4;1;7;6;5;2;NOM
griffé;gRife;griffer;VER;3,28;1,4;0;6;6;5;2;VER,ADJ
générale;ZeneRal;général;NOM;124,83;1,4;0;8;0;7;3;ADJ,NOM
haricot;aRiko;haricot;NOM;8,85;1,4;1;7;5;4;3;NOM
impulsif;5pylsif;impulsif;ADJ;2,24;1,4;1;8;8;7;3;ADJ,NOM
lèpre;lEpR;lèpre;NOM;1,4;1,4;1;5;3;4;1;NOM
matez;mate;mater;VER;17,27;1,4;0;5;0;4;2;VER
naquit;naki;naître;VER;116,11;1,4;0;6;0;0;2;VER
nord-est;nOREst;nord-est;NOM;1,4;1,4;1;8;6;4;2;ADJ,NOM
noyés;nwaje;noyer;VER;27,29;1,4;0;5;0;5;2;VER,ADJ,NOM
ogive;oZiv;ogive;NOM;2,35;1,4;1;5;5;4;2;NOM
orienter;oRj@te;orienter;VER;3,91;1,4;1;8;8;6;3;VER
pourquoi;puRkwa;pourquoi;NOM;1,4;1,4;1;8;5;4;2;ADV,CON,NOM
prenions;pR°nj§;prendre;VER;1913,83;1,4;0;8;0;0;2;VER
quilles;kij;quille;NOM;2,89;1,4;0;7;0;3;1;NOM
renverra;R@vERa;renvoyer;VER;59,22;1,4;0;8;0;0;3;VER
rousseur;Rus9R;rousseur;NOM;1,45;1,4;1;8;7;4;2;NOM
scribes;skRib;scribe;NOM;2,05;1,4;0;7;0;5;1;NOM
sportive;spORtiv;sportif;ADJ;7,72;1,4;0;8;0;0;2;ADJ,NOM
tortilla;tORtija;tortilla;NOM;1,73;1,4;1;8;8;7;3;NOM,VER
éjecté;eZEkte;éjecter;VER;4,46;1,4;0;6;0;6;3;VER
épuisant;ep8iz@;épuisant;ADJ;2,24;1,4;1;8;6;6;3;ADJ,VER
étanche;et@S;étanche;ADJ;1,87;1,4;1;7;7;4;2;ADJ,VER
alignez;aliNe;aligner;VER;7,8;1,39;0;7;0;5;3;VER
attendus;at@dy;attendre;VER;1351,46;1,39;0;8;0;5;3;VER,ADJ,NOM
balances;bal@s;balancer;VER;40,12;1,39;0;8;0;5;2;NOM,VER
books;buk;book;NOM;2,89;1,39;0;5;0;3;1;NOM
brûlés;bRyle;brûlé;ADJ;8,34;1,39;0;6;0;5;2;VER,ADJ,NOM
cerfs;sER;cerf;NOM;7,56;1,39;0;5;0;3;1;NOM
cernés;sERne;cerner;VER;7,74;1,39;0;6;0;5;2;VER,ADJ
coffré;kofRe;coffrer;VER;7,75;1,39;0;6;0;5;2;VER
corrects;koREkt;correct;ADJ;19,24;1,39;0;8;0;6;2;ADJ
dessines;desin;dessiner;VER;29,97;1,39;0;8;0;0;2;VER
draguée;dRage;draguer;VER;21;1,39;0;7;0;5;2;VER
drames;dRam;drame;NOM;14,87;1,39;0;6;0;4;1;NOM
dépassez;depase;dépasser;VER;42,62;1,39;0;8;0;6;3;VER
détours;detuR;détour;NOM;6,82;1,39;0;7;0;5;2;NOM
effusion;efyzj§;effusion;NOM;1,73;1,39;1;8;8;6;3;NOM
embêtez;@bEte;embêter;VER;33,91;1,39;0;7;0;5;3;VER
facilite;fasilit;faciliter;VER;8,76;1,39;0;8;0;0;3;VER
fiacre;fjakR;fiacre;NOM;1,39;1,39;1;6;4;4;1;NOM
filait;filE;filer;VER;100,97;1,39;0;6;0;4;2;VER
fraiser;fREze;fraiser;VER;1,52;1,39;1;7;7;5;2;VER
gente;Z@t;gent;ADJ;1,56;1,39;0;5;5;3;1;ADJ
liesse;ljEs;liesse;NOM;1,39;1,39;1;6;4;4;1;NOM
maligne;maliN;malin;NOM;22,67;1,39;0;7;0;0;2;ADJ,NOM
masquer;maske;masquer;VER;3,74;1,39;1;7;7;5;2;VER
mourant;muR@;mourant;NOM;2,87;1,39;1;7;5;4;2;ADJ,NOM,VER
méfaits;mefE;méfait;NOM;1,85;1,39;0;7;0;4;2;NOM
neurones;n2Ron;neurone;NOM;1,77;1,39;0;8;0;5;2;NOM
oubliée;ublije;oublié;ADJ;6,79;1,39;0;7;0;6;3;VER,ADJ
ouvrais;uvRE;ouvrir;VER;413,32;1,39;0;7;0;0;2;VER
perdit;pERdi;perdre;VER;546,08;1,39;0;6;0;0;2;VER
permit;pERmi;permettre;VER;172,86;1,39;0;6;0;5;2;VER
piliers;pilje;pilier;NOM;3,82;1,39;0;7;0;4;2;NOM
piétiner;pjetine;piétiner;VER;6,78;1,39;1;8;8;7;3;VER
pondu;p§dy;pondre;VER;5,41;1,39;0;5;0;0;2;VER
prise;pRiz;priser;VER;2,59;1,39;0;5;5;4;1;VER,ADJ,NOM
quota;kota;quota;NOM;2,12;1,39;1;5;5;4;2;NOM
remparts;R@paR;rempart;NOM;2,95;1,39;0;8;0;5;2;NOM
scrabble;skRabl;scrabble;NOM;1,39;1,39;1;8;5;5;1;NOM
soucié;susje;soucier;VER;22,45;1,39;0;6;0;5;2;VER
séparera;sepaR°Ra;séparer;VER;66,22;1,39;0;8;0;0;4;VER
tenus;t°ny;tenir;VER;504,69;1,39;0;5;0;4;2;VER,ADJ
tirelire;tiR°liR;tirelire;NOM;1,43;1,39;1;8;8;5;3;NOM
toxines;tOksin;toxine;NOM;2,29;1,39;0;7;0;6;2;NOM
vires;viR;virer;VER;86,3;1,39;0;5;0;3;1;NOM,VER
épinière;epinjER;épinier;ADJ;1,39;1,39;0;8;0;0;3;ADJ
éveillé;eveje;éveillé;ADJ;2,78;1,39;1;7;7;4;3;VER,ADJ
achetons;aS°t§;acheter;VER;290,7;1,38;0;8;0;0;3;VER
briserai;bRiz°RE;briser;VER;55,2;1,38;0;8;0;0;3;VER
bâtirai;batiRE;bâtir;VER;18,65;1,38;0;7;0;0;3;VER
cannelle;kanEl;cannelle;NOM;1,38;1,38;1;8;8;5;2;ADJ,NOM
chenille;S°nij;chenille;NOM;2,14;1,38;1;8;8;5;2;NOM
composée;k§poze;composer;VER;14,07;1,38;0;8;0;6;3;VER,ADJ,NOM
comptiez;k§tje;compter;VER;227,78;1,38;0;8;0;0;2;VER
courge;kuRZ;courge;NOM;2,46;1,38;1;6;6;4;1;NOM
cuisson;k8is§;cuisson;NOM;1,39;1,38;1;7;7;5;2;NOM
diadème;djadEm;diadème;NOM;1,52;1,38;1;7;4;4;2;NOM
donnant;don@;donnant;ADJ;1,38;1,38;1;7;7;4;2;ADJ,VER
débloque;deblOk;débloquer;VER;6,07;1,38;0;8;0;0;2;VER
démontre;dem§tR;démontrer;VER;7,12;1,38;0;8;0;0;2;VER
exemples;Egz@pl;exemple;NOM;93,2;1,38;0;8;0;6;2;NOM
frémir;fRemiR;frémir;VER;3,86;1,38;1;6;6;6;2;VER
gaspacho;gaspatSo;gaspacho;NOM;1,38;1,38;1;8;6;6;3;NOM
génitaux;Zenito;génital;ADJ;2,43;1,38;0;8;0;0;3;ADJ
habitant;abit@;habitant;NOM;16,68;1,38;1;8;7;5;3;NOM,VER
hot dogs;OtdOg;hot dog;NOM;2,69;1,38;0;8;0;3;2;NOM
influent;5fly@;influent;ADJ;2,75;1,38;1;8;8;5;3;VER,ADJ
ingrat;5gRa;ingrat;NOM;3,11;1,38;1;6;6;4;2;ADJ,NOM
justes;Zyst;juste;NOM;18,73;1,38;0;6;0;4;1;ADJ,NOM
justifié;Zystifje;justifier;VER;15,55;1,38;0;8;0;8;3;VER
liées;lje;lié;ADJ;4,53;1,38;0;5;0;3;1;VER,ADJ
lèche;lES;lèche;NOM;1,42;1,38;1;5;5;3;1;NOM,VER
mirent;miR;mettre;VER;1004,83;1,38;0;6;0;3;1;VER
montés;m§te;monté;ADJ;8,58;1,38;0;6;0;4;2;VER,ADJ
négros;negRo;négro;NOM;6,02;1,38;0;6;0;5;2;NOM
orgies;ORZi;orgie;NOM;3,46;1,38;0;6;0;4;2;NOM
posons;poz§;poser;VER;217,2;1,38;0;6;0;0;2;VER
poutre;putR;poutre;NOM;2,04;1,38;1;6;6;4;1;NOM
proclamé;pRoklame;proclamer;VER;6,5;1,38;0;8;0;8;3;VER
prologue;pRolOg;prologue;NOM;1,38;1,38;1;8;6;5;2;NOM
présente;pRez@t;présente;NOM;1,44;1,38;1;8;8;6;2;ADJ,NOM,VER
pâleur;pal9R;pâleur;NOM;1,38;1,38;1;6;5;4;2;NOM
revenue;R°v°ny;revenu;ADJ;6,5;1,38;0;7;0;6;3;VER,ADJ
rosbif;ROsbif;rosbif;NOM;1,81;1,38;1;6;4;4;2;NOM
répandue;Rep@dy;répandre;VER;20,39;1,38;0;8;0;6;3;VER,ADJ
résonne;RezOn;résonner;VER;5,07;1,38;0;7;0;0;2;VER
syriens;siRj5;syrien;NOM;1,41;1,38;0;7;0;5;2;ADJ,NOM
sénat;sena;sénat;NOM;1,38;1,38;1;5;5;4;2;NOM
talisman;talisman;talisman;NOM;1,79;1,38;1;8;5;5;3;NOM
tempo;tEmpo;tempo;NOM;1,44;1,38;1;5;5;4;2;NOM
tondre;t§dR;tondre;VER;2,77;1,38;1;6;5;4;1;VER
torches;tORS;torche;NOM;8,09;1,38;0;7;0;4;1;NOM,VER
touchant;tuS@;toucher;VER;270,27;1,38;0;8;6;4;2;ADJ,VER
trahira;tRaiRa;trahir;VER;46,83;1,38;0;7;0;0;3;VER
vitrail;vitRaj;vitrail;NOM;1,77;1,38;1;7;6;6;2;NOM
éclatent;eklat;éclater;VER;41,33;1,38;0;8;0;0;2;VER
éloignés;elwaNe;éloigner;VER;41,15;1,38;0;8;0;6;3;VER,ADJ
éventuel;ev@t8El;éventuel;ADJ;4,92;1,38;1;8;8;7;3;ADJ,NOM
accusé;akyze;accusé;ADJ;2,17;1,37;1;6;6;5;3;VER,ADJ,NOM
aimante;Em@t;aimant;ADJ;2,86;1,37;0;7;0;0;2;ADJ,VER
algèbre;alZEbR;algèbre;NOM;1,37;1,37;1;7;4;4;2;NOM
allongés;al§Ze;allonger;VER;41,05;1,37;0;8;0;5;3;VER,ADJ
animé;anime;animer;VER;6,28;1,37;0;5;5;5;3;VER,ADJ
audimat;odimat;audimat;NOM;1,39;1,37;1;7;5;4;3;NOM
avancera;av@s°Ra;avancer;VER;95,62;1,37;0;8;0;0;4;VER
barbu;baRby;barbu;NOM;1,7;1,37;1;5;5;5;2;ADJ,NOM
bruyants;bR8ij@;bruyant;ADJ;5,88;1,37;0;8;0;6;2;ADJ
charrie;SaRi;charrier;VER;4,24;1,37;0;7;0;0;2;VER
chorizo;tSoRizo;chorizo;NOM;1,57;1,37;1;7;6;3;3;NOM
citez;site;citer;VER;17,51;1,37;0;5;0;4;2;VER
civique;sivik;civique;ADJ;2,97;1,37;1;7;5;5;2;ADJ
coquine;kokin;coquin;ADJ;3,92;1,37;0;7;0;0;2;ADJ,NOM
cubain;kyb5;cubain;ADJ;3,28;1,37;1;6;5;4;2;ADJ,NOM
diction;diksj§;diction;NOM;1,37;1,37;1;7;7;6;2;NOM
dixième;dizjEm;dixième;NOM;1,6;1,37;1;7;7;6;2;ADJ,NOM
duels;d8El;duel;NOM;7,54;1,37;0;5;0;4;1;NOM
défendue;def@dy;défendre;VER;78,55;1,37;0;8;0;6;3;VER,ADJ
dépenses;dep@s;dépenser;VER;31,1;1,37;0;8;0;5;2;NOM,VER
fresque;fREsk;fresque;NOM;3,18;1,37;1;7;7;5;1;NOM
frime;fRim;frimer;VER;3,67;1,37;0;5;5;4;1;NOM,VER
gardé;gaRde;gardé;ADJ;2,64;1,37;1;5;5;5;2;VER,ADJ
gifle;Zifl;gifler;VER;6,77;1,37;0;5;5;4;1;NOM,VER
glander;gl@de;glander;VER;2,88;1,37;1;7;7;5;2;VER
grecs;gREk;grec;ADJ;12,14;1,37;0;5;0;4;1;ADJ,NOM
grince;gR5s;grincer;VER;2,84;1,37;0;6;0;0;1;VER
hisser;ise;hisser;VER;8,09;1,37;1;6;6;3;2;VER
idiotes;idjOt;idiot;NOM;90,57;1,37;0;7;0;0;2;ADJ,NOM
inonder;in§de;inonder;VER;6,69;1,37;1;7;6;5;3;VER
jockey;ZokE;jockey;NOM;1,69;1,37;1;6;5;4;2;NOM
lauriers;loRje;laurier;NOM;2,27;1,37;0;8;0;5;2;NOM
